0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-1.2065e-05,-1.7222e-05,-5.1763e-06,1.3124e-05,3.2428e-05,5.0521e-05,6.6546e-05,8.0271e-05,9.1721e-05,0.00010102,0.00010832,0.0001138,0.00011766,0.00012005,0.00012115,0.00012107,0.00011995,0.00011788,0.00011495,0.00011123,0.00010678,0.00010162,9.5806e-05,8.9353e-05,8.2287e-05,7.4622e-05,6.6369e-05,5.7541e-05,4.8159e-05,3.8251e-05,2.7852e-05,1.7006e-05,5.766e-06,-5.8056e-06,-1.7635e-05,-2.9633e-05,-4.1695e-05,-5.3705e-05,-6.5531e-05,-7.7031e-05,-8.8053e-05,-9.8437e-05,-0.00010802,-0.00011663,-0.0001241,-0.00013026,-0.00013497,-0.00013807,-0.00013942,-0.00013891,-0.00013643,-0.00013191,-0.00012528,-0.00011653,-0.00010566,-9.2683e-05,-7.7697e-05,-6.0856e-05,-4.2457e-05,-2.3081e-05,-3.92e-06,1.2485e-05,2.0805e-05,1.1442e-05,0
0,-2.9316e-05,-2.5675e-05,2.5507e-05,9.7297e-05,0.00017443,0.00024895,0.00031687,0.00037643,0.00042706,0.00046882,0.00050211,0.0005275,0.00054563,0.00055712,0.00056259,0.00056262,0.0005577,0.00054829,0.00053476,0.00051742,0.00049654,0.00047232,0.00044495,0.00041455,0.00038124,0.00034512,0.00030627,0.0002648,0.00022084,0.00017451,0.00012599,7.55e-05,2.3285e-05,-3.0344e-05,-8.5026e-05,-0.00014034,-0.00019581,-0.0002509,-0.00030502,-0.00035753,-0.00040776,-0.00045498,-0.00049847,-0.00053747,-0.00057125,-0.00059908,-0.00062027,-0.00063417,-0.0006402,-0.00063785,-0.00062672,-0.00060651,-0.00057703,-0.00053824,-0.00049028,-0.00043348,-0.00036849,-0.00029637,-0.00021888,-0.00013898,-6.1724e-05,4.0959e-06,4.3492e-05,3.2287e-05,0
0,-3.4825e-05,4.8553e-06,0.00012176,0.00027434,0.00043735,0.00059612,0.00074248,0.00087227,0.0009837,0.0010764,0.001151,0.0012082,0.0012493,0.0012756,0.0012883,0.0012885,0.0012774,0.001256,0.0012249,0.0011851,0.0011369,0.0010811,0.0010179,0.0009477,0.0008708,0.00078744,0.00069787,0.00060236,0.00050121,0.00039477,0.00028345,0.00016777,4.8317e-05,-7.4185e-05,-0.0001989,-0.00032488,-0.00045102,-0.00057612,-0.00069887,-0.00081781,-0.00093145,-0.0010382,-0.0011364,-0.0012244,-0.0013005,-0.0013632,-0.001411,-0.0014423,-0.0014561,-0.0014511,-0.0014266,-0.0013818,-0.0013166,-0.001231,-0.0011254,-0.0010008,-0.00085891,-0.00070247,-0.00053564,-0.00036492,-0.00020052,-5.8477e-05,3.6173e-05,4.5062e-05,0
0,-2.2144e-05,8.9262e-05,0.00029974,0.00055743,0.0008289,0.0010933,0.0013382,0.0015567,0.0017456,0.0019036,0.0020313,0.0021299,0.0022009,0.0022465,0.0022684,0.0022686,0.002249,0.002211,0.0021561,0.0020856,0.0020004,0.0019015,0.0017895,0.0016652,0.001529,0.0013814,0.001223,0.0010542,0.00087558,0.00068782,0.00049168,0.00028807,7.8084e-05,-0.00013702,-0.00035575,-0.00057644,-0.00079718,-0.0010159,-0.0012302,-0.0014378,-0.0016359,-0.0018218,-0.0019927,-0.0021459,-0.0022784,-0.0023875,-0.0024707,-0.0025256,-0.0025501,-0.0025423,-0.0025009,-0.0024249,-0.0023141,-0.0021685,-0.0019893,-0.0017784,-0.001539,-0.001276,-0.00099664,-0.00071148,-0.00043615,-0.00019365,-1.7714e-05,4.2412e-05,0
0,1.0122e-05,0.00023336,0.0005669,0.00095312,0.0013529,0.0017406,0.0020999,0.0024215,0.0027005,0.0029348,0.0031248,0.0032718,0.003378,0.0034459,0.0034784,0.0034779,0.0034472,0.0033884,0.0033038,0.003195,0.0030638,0.0029113,0.0027388,0.0025473,0.0023376,0.0021105,0.0018668,0.0016073,0.001333,0.0010449,0.00074424,0.00043239,0.00011107,-0.00021776,-0.00055183,-0.00088859,-0.0012251,-0.0015583,-0.0018846,-0.0022003,-0.0025015,-0.0027841,-0.0030438,-0.0032764,-0.0034778,-0.0036438,-0.0037706,-0.0038547,-0.003893,-0.0038829,-0.0038225,-0.0037104,-0.0035463,-0.0033308,-0.0030656,-0.002754,-0.0024009,-0.0020138,-0.0016032,-0.0011838,-0.00077641,-0.00041004,-0.00012508,2.2328e-05,0
0,6.1299e-05,0.00043769,0.00092487,0.001463,0.0020099,0.0025363,0.0030235,0.0034597,0.0038387,0.0041577,0.0044168,0.0046175,0.0047624,0.0048548,0.0048981,0.0048958,0.0048512,0.0047675,0.0046474,0.0044934,0.0043077,0.0040922,0.0038484,0.0035778,0.0032817,0.0029611,0.0026174,0.0022516,0.0018652,0.0014596,0.0010366,0.00059827,0.00014694,-0.00031459,-0.00078316,-0.0012552,-0.0017266,-0.002193,-0.0026495,-0.0030911,-0.0035121,-0.0039071,-0.0042701,-0.0045953,-0.004877,-0.0051096,-0.0052877,-0.0054068,-0.0054624,-0.0054512,-0.0053706,-0.005219,-0.004996,-0.0047027,-0.0043418,-0.0039179,-0.003438,-0.0029122,-0.0023542,-0.0017829,-0.0012235,-0.00070984,-0.00028705,-1.4804e-05,0
0,0.00013009,0.00070021,0.0013718,0.0020855,0.0027977,0.0034776,0.0041044,0.0046649,0.0051519,0.0055622,0.0058954,0.0061535,0.0063396,0.0064574,0.0065112,0.0065054,0.006444,0.0063311,0.0061701,0.0059643,0.0057165,0.005429,0.0051042,0.0047438,0.0043495,0.0039229,0.0034657,0.0029795,0.0024661,0.0019275,0.0013662,0.00078475,0.00018649,-0.00042496,-0.0010454,-0.0016701,-0.0022937,-0.0029105,-0.003514,-0.0040976,-0.0046541,-0.0051761,-0.0056559,-0.0060861,-0.006459,-0.0067675,-0.0070046,-0.0071644,-0.0072412,-0.0072308,-0.0071298,-0.0069365,-0.0066505,-0.0062733,-0.0058087,-0.0052629,-0.0046448,-0.0039673,-0.0032472,-0.002507,-0.0017758,-0.0010914,-0.00050169,-6.7679e-05,0
0,0.00021507,0.0010178,0.0019042,0.002817,0.0037127,0.00456,0.0053375,0.0060311,0.006633,0.0071397,0.007551,0.0078691,0.0080976,0.0082411,0.0083045,0.0082931,0.0082118,0.0080655,0.0078585,0.0075946,0.0072775,0.0069101,0.0064951,0.006035,0.005532,0.004988,0.0044052,0.0037856,0.0031317,0.0024461,0.0017318,0.00099226,0.0002316,-0.00054554,-0.0013338,-0.0021273,-0.0029192,-0.0037023,-0.0044686,-0.0052094,-0.005916,-0.0065789,-0.0071887,-0.0077357,-0.0082106,-0.0086042,-0.0089082,-0.0091147,-0.0092171,-0.00921,-0.0090894,-0.008853,-0.0085008,-0.0080347,-0.0074597,-0.0067832,-0.0060166,-0.005175,-0.0042785,-0.0033527,-0.0024301,-0.0015511,-0.00076568,-0.00013474,0
0,0.00031484,0.0013869,0.0025177,0.0036526,0.0047499,0.0057787,0.0067175,0.0075524,0.0082753,0.0088829,0.0093753,0.0097552,0.010027,0.010196,0.010267,0.010248,0.010144,0.0099599,0.0097018,0.0093741,0.008981,0.0085262,0.008013,0.0074443,0.0068227,0.006151,0.0054315,0.004667,0.0038603,0.0030148,0.0021341,0.0012226,0.00028526,-0.00067221,-0.0016433,-0.0026206,-0.0035961,-0.0045606,-0.0055045,-0.0064174,-0.0072883,-0.0081058,-0.0088583,-0.0095341,-0.010122,-0.01061,-0.010989,-0.011249,-0.011382,-0.011381,-0.011242,-0.010962,-0.010541,-0.0099822,-0.0092903,-0.0084751,-0.0075498,-0.0065321,-0.0054447,-0.0043162,-0.003182,-0.0020846,-0.0010753,-0.00021448,0
