0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.00024062,-4.2808e-05,-0.00095963,-0.0023185,-0.0039015,-0.0055263,-0.0070424,-0.0083137,-0.0092096,-0.00961,-0.0094243,-0.0086187,-0.0072446,-0.0054547,-0.0034978,-0.0016839,-0.0003235,0.00035654,0.00033096,0
0,-0.00028278,-0.0021702,-0.0056038,-0.010149,-0.015271,-0.020454,-0.025225,-0.029151,-0.031835,-0.032944,-0.032256,-0.029725,-0.025536,-0.020132,-0.014191,-0.0085316,-0.0039565,-0.0010417,9.05e-05,0
0,-0.0010272,-0.0047691,-0.010668,-0.018017,-0.026064,-0.034085,-0.041401,-0.047379,-0.051448,-0.053138,-0.052144,-0.048403,-0.042169,-0.034044,-0.024961,-0.016063,-0.0085034,-0.0031753,-0.00044683,0
0,-0.0017311,-0.0072984,-0.015559,-0.025481,-0.036121,-0.046609,-0.056133,-0.063938,-0.069334,-0.071743,-0.070766,-0.066278,-0.058511,-0.048121,-0.036193,-0.024138,-0.013476,-0.0055083,-0.00099841,0
0,-0.0023479,-0.0095861,-0.020024,-0.032309,-0.045317,-0.058072,-0.069686,-0.079325,-0.086214,-0.08967,-0.089168,-0.084442,-0.075604,-0.06325,-0.048539,-0.033141,-0.019021,-0.0080513,-0.0015501,0
0,-0.0028719,-0.011565,-0.023928,-0.038326,-0.053486,-0.068362,-0.082028,-0.093614,-0.10228,-0.10724,-0.10779,-0.10345,-0.094102,-0.080145,-0.062704,-0.04368,-0.025579,-0.011044,-0.0021763,0
0,-0.0032946,-0.01318,-0.027144,-0.043334,-0.060371,-0.077175,-0.092823,-0.10645,-0.11718,-0.12412,-0.12639,-0.12322,-0.11411,-0.099137,-0.079214,-0.056363,-0.033679,-0.01481,-0.0029774,0
0,-0.0035993,-0.014362,-0.029527,-0.04709,-0.06561,-0.084017,-0.10144,-0.11705,-0.12999,-0.13932,-0.14396,-0.14282,-0.13496,-0.11991,-0.09815,-0.071582,-0.043806,-0.019694,-0.0040623,0
0,-0.0037684,-0.015048,-0.030936,-0.049334,-0.068783,-0.088261,-0.10699,-0.12425,-0.13928,-0.15113,-0.15862,-0.16037,-0.15495,-0.1412,-0.11884,-0.089257,-0.056256,-0.026014,-0.0055479,0
0,-0.0037953,-0.015211,-0.031283,-0.049859,-0.069492,-0.089244,-0.10848,-0.12667,-0.14322,-0.1573,-0.16775,-0.17304,-0.17127,-0.16054,-0.13952,-0.10853,-0.070946,-0.03401,-0.007562,0
0,-0.0037015,-0.014909,-0.030614,-0.048613,-0.067489,-0.086433,-0.10501,-0.12294,-0.1399,-0.15534,-0.16828,-0.17724,-0.1801,-0.17424,-0.15712,-0.12742,-0.087137,-0.043745,-0.010246,0
0,-0.0035601,-0.01435,-0.029199,-0.045806,-0.062811,-0.079587,-0.095967,-0.112,-0.12772,-0.14298,-0.15721,-0.16924,-0.17703,-0.1776,-0.16724,-0.14259,-0.1031,-0.054936,-0.01376,0
0,-0.0035341,-0.013971,-0.027624,-0.042001,-0.055861,-0.068868,-0.081216,-0.093343,-0.10572,-0.1187,-0.13226,-0.14583,-0.15789,-0.16558,-0.16451,-0.14927,-0.11579,-0.066679,-0.018284,0
0,-0.0039476,-0.01454,-0.026843,-0.038084,-0.047328,-0.054735,-0.060995,-0.067005,-0.073696,-0.081918,-0.092297,-0.10503,-0.11949,-0.13365,-0.14328,-0.1416,-0.12065,-0.077076,-0.023996,0
0,-0.0054285,-0.017247,-0.028054,-0.034919,-0.03767,-0.037323,-0.035249,-0.032856,-0.031502,-0.032477,-0.036973,-0.045984,-0.060014,-0.078441,-0.098361,-0.11307,-0.11155,-0.082727,-0.030885,0
0,-0.0091424,-0.023539,-0.031893,-0.032022,-0.025471,-0.014638,-0.0017532,0.011276,0.022774,0.031163,0.034877,0.032289,0.021827,0.0024193,-0.025351,-0.056914,-0.08065,-0.077925,-0.038062,0
0,-0.016899,-0.033578,-0.035265,-0.023492,-0.0030788,0.021756,0.047994,0.07346,0.09642,0.11526,0.12834,0.13369,0.12902,0.11183,0.080041,0.03419,-0.017688,-0.053003,-0.041951,0
0,-0.029182,-0.03881,-0.021063,0.012434,0.0528,0.094762,0.13547,0.17322,0.20674,0.23477,0.25591,0.26822,0.26919,0.25564,0.22361,0.1691,0.091857,0.0095093,-0.031991,0
0,-0.02817,0.0065578,0.067493,0.1322,0.1938,0.2499,0.30008,0.34426,0.3823,0.41377,0.43741,0.45179,0.4549,0.44387,0.41438,0.35947,0.26981,0.14411,0.021273,0
0,0.12604,0.25762,0.3587,0.43652,0.49752,0.54697,0.58789,0.62208,0.65031,0.67264,0.68875,0.69769,0.69803,0.68769,0.66363,0.62108,0.55045,0.42546,0.2128,0
0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
