0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.2067e-05,2.9279e-05,3.4419e-05,2.1334e-05,-1.1089e-05,-6.1574e-05,-0.00012809,-0.00020835,-0.00030006,-0.00040107,-0.00050937,-0.00062315,-0.0007408,-0.00086085,-0.00098199,-0.0011031,-0.001223,-0.0013409,-0.0014558,-0.0015671,-0.0016739,-0.0017755,-0.0018714,-0.0019608,-0.0020431,-0.0021177,-0.0021841,-0.0022417,-0.0022899,-0.0023283,-0.0023562,-0.0023732,-0.0023791,-0.0023733,-0.0023557,-0.0023261,-0.0022844,-0.0022307,-0.0021652,-0.0020882,-0.0020001,-0.0019017,-0.0017936,-0.001677,-0.0015528,-0.0014225,-0.0012875,-0.0011494,-0.00101,-0.00087105,-0.00073463,-0.00060274,-0.00047749,-0.00036099,-0.00025539,-0.00016277,-8.5131e-05,-2.4338e-05,1.8056e-05,4.1076e-05,4.4936e-05,3.2383e-05,1.1473e-05,0
0,1.7266e-05,2.5896e-05,-4.8703e-06,-8.8996e-05,-0.00023103,-0.00042947,-0.00067978,-0.00097591,-0.0013112,-0.001679,-0.0020728,-0.0024865,-0.0029145,-0.0033516,-0.003793,-0.0042346,-0.0046723,-0.0051027,-0.0055226,-0.0059288,-0.0063185,-0.0066893,-0.0070384,-0.0073636,-0.0076626,-0.0079331,-0.0081731,-0.0083804,-0.0085531,-0.0086894,-0.0087875,-0.008846,-0.0088636,-0.0088391,-0.0087717,-0.008661,-0.0085069,-0.0083097,-0.0080702,-0.0077897,-0.00747,-0.0071134,-0.0067229,-0.0063021,-0.0058549,-0.005386,-0.0049007,-0.0044046,-0.0039038,-0.0034049,-0.0029146,-0.00244,-0.0019882,-0.0015665,-0.0011819,-0.00084113,-0.00055034,-0.00031485,-0.00013846,-2.2584e-05,3.5221e-05,4.3607e-05,2.0793e-05,0
0,5.4651e-06,-2.4979e-05,-0.00012122,-0.00029821,-0.0005611,-0.00090827,-0.0013339,-0.0018297,-0.0023863,-0.0029939,-0.0036428,-0.0043235,-0.0050272,-0.0057457,-0.0064714,-0.0071973,-0.007917,-0.0086246,-0.0093148,-0.0099825,-0.010623,-0.011232,-0.011805,-0.012338,-0.012827,-0.01327,-0.013661,-0.013999,-0.014279,-0.0145,-0.014657,-0.014749,-0.014775,-0.014731,-0.014617,-0.014432,-0.014177,-0.013852,-0.013458,-0.012998,-0.012474,-0.011891,-0.011253,-0.010566,-0.0098368,-0.0090726,-0.0082819,-0.0074737,-0.0066579,-0.0058446,-0.0050448,-0.0042695,-0.0035299,-0.0028372,-0.0022022,-0.0016349,-0.0011445,-0.00073842,-0.0004217,-0.0001958,-5.7026e-05,5.5541e-06,1.2855e-05,0
0,-1.2688e-05,-9.7113e-05,-0.00027512,-0.0005582,-0.0009497,-0.0014468,-0.0020426,-0.002727,-0.0034888,-0.004316,-0.0051964,-0.006118,-0.0070696,-0.0080404,-0.0090205,-0.010001,-0.010972,-0.011927,-0.012858,-0.013759,-0.014622,-0.015443,-0.016215,-0.016932,-0.01759,-0.018184,-0.018709,-0.019161,-0.019536,-0.019829,-0.020037,-0.020157,-0.020187,-0.020124,-0.019968,-0.019716,-0.01937,-0.01893,-0.018399,-0.017779,-0.017074,-0.016291,-0.015434,-0.014513,-0.013535,-0.012511,-0.011451,-0.010367,-0.0092734,-0.0081822,-0.0071079,-0.0060648,-0.0050674,-0.0041299,-0.003266,-0.0024884,-0.0018084,-0.0012348,-0.00077384,-0.00042731,-0.00019171,-5.6536e-05,-2.5745e-06,0
0,-3.2236e-05,-0.00017631,-0.00044345,-0.00083914,-0.0013631,-0.0020104,-0.0027721,-0.0036368,-0.0045917,-0.0056229,-0.0067164,-0.0078583,-0.0090353,-0.010235,-0.011445,-0.012654,-0.013852,-0.01503,-0.016177,-0.017287,-0.01835,-0.01936,-0.020309,-0.021191,-0.022,-0.022729,-0.023373,-0.023926,-0.024384,-0.024741,-0.024993,-0.025138,-0.025171,-0.02509,-0.024894,-0.024582,-0.024154,-0.023611,-0.022957,-0.022194,-0.021329,-0.020366,-0.019315,-0.018185,-0.016985,-0.015729,-0.014429,-0.0131,-0.011757,-0.010416,-0.0090947,-0.0078092,-0.0065769,-0.0054146,-0.0043383,-0.0033627,-0.0025008,-0.001763,-0.0011565,-0.00068418,-0.00034392,-0.00012754,-2.0101e-05,0
0,-5.1166e-05,-0.00025547,-0.00061339,-0.0011233,-0.0017803,-0.002576,-0.0034996,-0.0045377,-0.0056759,-0.0068988,-0.0081908,-0.0095364,-0.010921,-0.01233,-0.013749,-0.015167,-0.016571,-0.01795,-0.019294,-0.020592,-0.021836,-0.023017,-0.024127,-0.025157,-0.026101,-0.026952,-0.027703,-0.028347,-0.028879,-0.029294,-0.029586,-0.029752,-0.029788,-0.029691,-0.02946,-0.029093,-0.028592,-0.027957,-0.027192,-0.026302,-0.025291,-0.024168,-0.022942,-0.021623,-0.020224,-0.018758,-0.017241,-0.015688,-0.014119,-0.012551,-0.011003,-0.0094941,-0.0080443,-0.0066723,-0.005396,-0.004232,-0.0031949,-0.0022964,-0.0015453,-0.00094619,-0.00049909,-0.00019926,-3.727e-05,0
0,-6.8777e-05,-0.00033131,-0.00077824,-0.0014007,-0.0021885,-0.0031298,-0.0042106,-0.0054158,-0.0067291,-0.0081335,-0.0096122,-0.011148,-0.012725,-0.014328,-0.015941,-0.017551,-0.019144,-0.020707,-0.02223,-0.023701,-0.02511,-0.026447,-0.027702,-0.028868,-0.029936,-0.030898,-0.031746,-0.032474,-0.033075,-0.033543,-0.033873,-0.034059,-0.034099,-0.033988,-0.033726,-0.033311,-0.032744,-0.032026,-0.031162,-0.030155,-0.029013,-0.027744,-0.026358,-0.024868,-0.023286,-0.021628,-0.019911,-0.018153,-0.016374,-0.014595,-0.012836,-0.011118,-0.0094636,-0.007893,-0.006426,-0.005081,-0.0038742,-0.0028191,-0.001926,-0.0012018,-0.00064937,-0.00026772,-5.3093e-05,0
0,-8.494e-05,-0.00040252,-0.0009349,-0.0016663,-0.0025812,-0.0036636,-0.0048967,-0.0062629,-0.0077439,-0.0093214,-0.010977,-0.012693,-0.014451,-0.016234,-0.018028,-0.019815,-0.021583,-0.023318,-0.025006,-0.026636,-0.028197,-0.029678,-0.031069,-0.032361,-0.033543,-0.034608,-0.035548,-0.036354,-0.03702,-0.037538,-0.037904,-0.038112,-0.038157,-0.038036,-0.037748,-0.03729,-0.036665,-0.035873,-0.034918,-0.033807,-0.032545,-0.031142,-0.029609,-0.027959,-0.026208,-0.024371,-0.022467,-0.020517,-0.018541,-0.016562,-0.014602,-0.012686,-0.010835,-0.0090739,-0.0074229,-0.0059025,-0.0045307,-0.0033228,-0.0022913,-0.0014455,-0.0007911,-0.00033126,-6.7278e-05,0
0,-9.9738e-05,-0.00046886,-0.0010823,-0.0019179,-0.0029552,-0.0041738,-0.0055539,-0.0070752,-0.0087174,-0.010461,-0.012285,-0.014171,-0.0161,-0.018055,-0.020018,-0.021973,-0.023905,-0.025799,-0.027642,-0.029422,-0.031125,-0.032741,-0.034259,-0.035669,-0.036959,-0.038122,-0.039149,-0.04003,-0.040759,-0.041327,-0.04173,-0.04196,-0.042014,-0.041887,-0.041577,-0.041084,-0.040407,-0.039549,-0.038513,-0.037305,-0.035933,-0.034406,-0.032736,-0.030938,-0.029026,-0.02702,-0.02494,-0.022805,-0.02064,-0.018469,-0.016316,-0.014207,-0.012166,-0.010218,-0.0083877,-0.0066957,-0.0051623,-0.0038052,-0.0026389,-0.0016753,-0.00092326,-0.00038959,-7.987e-05,0
