0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.085786,0.082248,0.076987,0.072586,0.070411,0.071026,0.074579,0.080988,0.089972,0.10099,0.11315,0.12526,0.13588,0.14356,0.14723,0.14651,0.14199,0.13529,0.12895,0.12587,0
0,0.089325,0.085666,0.081602,0.078449,0.077021,0.07772,0.080692,0.085913,0.093189,0.1021,0.11195,0.12177,0.13039,0.13666,0.13973,0.13932,0.13595,0.13085,0.12583,0.12279,0
0,0.094823,0.089434,0.085121,0.082235,0.081004,0.081547,0.083928,0.088164,0.094169,0.10167,0.11014,0.11874,0.12644,0.13212,0.13494,0.13454,0.1313,0.12622,0.1207,0.11613,0
0,0.099514,0.091918,0.086692,0.083481,0.082017,0.08215,0.083863,0.087216,0.092256,0.098874,0.10669,0.11497,0.12265,0.12855,0.13161,0.13126,0.12766,0.12166,0.11454,0.10757,0
0,0.10133,0.091557,0.085194,0.08134,0.079326,0.078796,0.079688,0.082144,0.086372,0.092457,0.10018,0.1089,0.11749,0.12452,0.1286,0.12873,0.12474,0.11735,0.10793,0.098,0
0,0.098661,0.086955,0.07945,0.074784,0.071965,0.070492,0.070311,0.071693,0.075056,0.080734,0.088741,0.098548,0.10898,0.11831,0.12458,0.12614,0.12225,0.11342,0.10122,0.087707,0
0,0.090213,0.076908,0.068351,0.062763,0.058887,0.056123,0.054472,0.054382,0.056544,0.061632,0.070001,0.081376,0.09461,0.10765,0.1178,0.12243,0.11983,0.10999,0.094696,0.076791,0
0,0.074949,0.060443,0.050958,0.044353,0.039136,0.034642,0.030951,0.028722,0.028986,0.032871,0.04125,0.054319,0.071171,0.089529,0.10586,0.11611,0.11695,0.10728,0.08887,0.065548,0
0,0.052149,0.036878,0.026612,0.018902,0.012052,0.005326,-0.0011236,-0.0064163,-0.0091334,-0.0075743,-0.0001319,0.014176,0.035055,0.060314,0.085622,0.10507,0.11287,0.10574,0.084767,0.054885,0
0,0.021479,0.0058853,-0.00498,-0.013804,-0.022495,-0.031901,-0.041852,-0.051277,-0.058358,-0.060728,-0.055832,-0.041527,-0.016973,0.016301,0.05353,0.086767,0.10668,0.1062,0.084343,0.04685,0
0,-0.016962,-0.032495,-0.043693,-0.053422,-0.063879,-0.076141,-0.090121,-0.10464,-0.11752,-0.12568,-0.12546,-0.11321,-0.086346,-0.044915,0.0067079,0.058831,0.097721,0.11033,0.091091,0.045421,0
0,-0.062693,-0.077946,-0.089015,-0.098985,-0.11056,-0.12526,-0.14326,-0.16338,-0.18314,-0.19877,-0.20545,-0.19777,-0.17089,-0.12243,-0.055115,0.020676,0.086637,0.1214,0.11102,0.057741,0
0,-0.1151,-0.13014,-0.1402,-0.14891,-0.16,-0.17581,-0.19698,-0.2224,-0.24935,-0.27341,-0.28861,-0.28774,-0.26338,-0.20997,-0.12714,-0.024086,0.077387,0.14592,0.15424,0.096135,0
0,-0.17403,-0.18928,-0.19654,-0.20109,-0.20872,-0.22316,-0.24565,-0.27515,-0.30858,-0.3409,-0.36498,-0.3719,-0.35166,-0.29515,-0.19774,-0.065146,0.079883,0.19601,0.23746,0.18138,0
0,-0.24126,-0.25713,-0.25768,-0.2529,-0.25244,-0.26193,-0.2831,-0.31468,-0.35303,-0.39219,-0.42389,-0.43757,-0.42085,-0.36114,-0.24901,-0.084691,0.1119,0.29214,0.38748,0.34776,0
0,-0.32405,-0.33875,-0.32387,-0.30115,-0.28626,-0.28658,-0.3036,-0.33512,-0.37634,-0.42009,-0.45671,-0.47398,-0.45737,-0.3911,-0.261,-0.060507,0.19752,0.46345,0.64466,0.64966,0
0,-0.44439,-0.44519,-0.3956,-0.34165,-0.30486,-0.29213,-0.30288,-0.33276,-0.37506,-0.4209,-0.45892,-0.47528,-0.45333,-0.37431,-0.21943,0.025434,0.35857,0.74055,1.0616,1.1674,0
0,-0.66311,-0.59492,-0.47079,-0.36726,-0.30153,-0.27395,-0.27835,-0.30654,-0.34911,-0.39519,-0.43135,-0.44263,-0.41038,-0.31286,-0.12624,0.1724,0.59576,1.1327,1.6854,2.0094,0
0,-1.1336,-0.80152,-0.53039,-0.35879,-0.26345,-0.22574,-0.22831,-0.25784,-0.30201,-0.34861,-0.38119,-0.38648,-0.34378,-0.22864,-0.011673,0.34174,0.85872,1.5832,2.498,3.3092,0
0,-2.1646,-0.97934,-0.48565,-0.27265,-0.17029,-0.14156,-0.15499,-0.19262,-0.2426,-0.29268,-0.32834,-0.33389,-0.28875,-0.16734,0.062236,0.4405,1.0225,1.9113,3.2591,5.1064,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
