0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-6.5019e-05,-5.6784e-05,3.2588e-05,0.00013842,0.00023484,0.00031364,0.00037366,0.00041634,0.0004438,0.00045808,0.00046082,0.00045316,0.00043578,0.000409,0.00037289,0.00032744,0.00027271,0.000209,0.00013696,5.7739e-05,-2.6993e-05,-0.00011499,-0.00020345,-0.00028913,-0.00036843,-0.00043763,-0.00049309,-0.00053154,-0.00055029,-0.00054752,-0.00052245,-0.00047545,-0.00040813,-0.00032338,-0.00022547,-0.00012048,-1.7638e-05,6.7593e-05,0.0001073,5.604e-05,0
0,-0.00012358,1.3148e-05,0.00036195,0.00076446,0.001143,0.001464,0.0017168,0.0019012,0.002022,0.0020848,0.0020951,0.0020569,0.001973,0.0018452,0.0016743,0.0014612,0.0012072,0.00091451,0.000587,0.00023034,-0.00014762,-0.00053685,-0.00092526,-0.001299,-0.0016433,-0.0019426,-0.0021824,-0.0023494,-0.0024331,-0.0024263,-0.0023264,-0.0021354,-0.0018609,-0.001516,-0.0011201,-0.00070011,-0.00029359,4.5419e-05,0.0002367,0.00016356,0
0,-9.2584e-05,0.00034999,0.0011071,0.0019431,0.0027298,0.0034044,0.0039418,0.0043378,0.0045978,0.004731,0.0047469,0.0046531,0.0044553,0.0041573,0.0037621,0.0032723,0.0026919,0.0020272,0.0012875,0.00048633,-0.00035856,-0.0012248,-0.0020861,-0.0029126,-0.0036724,-0.0043331,-0.0048636,-0.0052361,-0.0054287,-0.0054266,-0.0052243,-0.0048272,-0.0042516,-0.0035266,-0.0026943,-0.0018121,-0.000956,-0.000228,0.00023366,0.00023897,0
0,5.173e-05,0.0010142,0.0023303,0.0037161,0.0050061,0.0061125,0.0069969,0.0076499,0.008077,0.0082902,0.0083025,0.0081253,0.0077674,0.0072355,0.0065349,0.0056715,0.0046533,0.0034923,0.0022057,0.00081724,-0.00064209,-0.0021343,-0.0036148,-0.0050339,-0.0063384,-0.0074746,-0.0083911,-0.0090422,-0.0093913,-0.0094142,-0.009102,-0.0084632,-0.0075256,-0.0063372,-0.0049679,-0.0035108,-0.0020855,-0.00084463,1.6862e-05,0.00024631,0
0,0.00031074,0.0020239,0.0040559,0.006102,0.0079754,0.009573,0.010847,0.011786,0.012394,0.012687,0.012681,0.01239,0.011828,0.011004,0.0099253,0.0086028,0.0070494,0.0052842,0.0033339,0.0012347,-0.00096716,-0.0032153,-0.0054441,-0.0075808,-0.0095478,-0.011267,-0.012662,-0.013668,-0.01423,-0.014311,-0.013899,-0.013004,-0.011666,-0.0099538,-0.0079679,-0.0058396,-0.0037346,-0.0018561,-0.0004518,0.00017517,0
0,0.00067885,0.0033757,0.0062845,0.0091003,0.011631,0.01377,0.015466,0.016707,0.017501,0.017867,0.017824,0.017391,0.016583,0.015414,0.013894,0.012038,0.0098649,0.007402,0.0046864,0.0017681,-0.0012899,-0.0044111,-0.0075069,-0.010479,-0.013222,-0.015631,-0.017604,-0.019049,-0.01989,-0.020079,-0.019592,-0.018443,-0.016683,-0.014401,-0.011729,-0.0088385,-0.0059416,-0.0032923,-0.0011881,2.5403e-05,0
0,0.0011489,0.0050565,0.0090028,0.012698,0.015958,0.018682,0.020825,0.022381,0.023361,0.02379,0.023692,0.023088,0.021999,0.020438,0.018423,0.01597,0.013106,0.0098651,0.0062961,0.0024628,-0.0015539,-0.0056566,-0.0097323,-0.013655,-0.017292,-0.020504,-0.023161,-0.025142,-0.026347,-0.026708,-0.02619,-0.024804,-0.022611,-0.019722,-0.016297,-0.01255,-0.0087411,-0.0051753,-0.0021998,-0.00020054,0
0,0.0017139,0.0070491,0.012189,0.016871,0.020931,0.024284,0.026898,0.028777,0.029942,0.030425,0.030254,0.029456,0.028054,0.026066,0.023511,0.02041,0.016796,0.01271,0.0082113,0.0033785,-0.0016906,-0.0068772,-0.012043,-0.017034,-0.021685,-0.025825,-0.029287,-0.031918,-0.033589,-0.034205,-0.033716,-0.032127,-0.029503,-0.025973,-0.021728,-0.017025,-0.012172,-0.007529,-0.0034951,-0.00050118,0
0,0.0023669,0.0093337,0.015817,0.02159,0.026519,0.030543,0.033651,0.035863,0.037214,0.037742,0.037486,0.036477,0.03474,0.032297,0.029169,0.025381,0.02097,0.015985,0.010493,0.004587,-0.0016198,-0.0079876,-0.014353,-0.020533,-0.026328,-0.03153,-0.035936,-0.039351,-0.041611,-0.042589,-0.04221,-0.040468,-0.037426,-0.033227,-0.028095,-0.022327,-0.016284,-0.010385,-0.0050883,-0.00087761,0
