0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6.5023e-05,0.00012182,8.9232e-05,-4.917e-05,-0.00028401,-0.00059764,-0.0009713,-0.0013876,-0.0018314,-0.0022895,-0.0027503,-0.0032035,-0.0036393,-0.0040483,-0.0044212,-0.0047486,-0.0050213,-0.0052303,-0.0053673,-0.005425,-0.0053981,-0.0052831,-0.0050796,-0.0047905,-0.0044221,-0.0039844,-0.0034913,-0.0029598,-0.0024095,-0.001862,-0.0013395,-0.00086409,-0.00045596,-0.00013258,9.2873e-05,0.00021335,0.00023097,0.00016337,5.6054e-05,0
0,5.8566e-05,-1.1365e-05,-0.00034075,-0.00096678,-0.0018749,-0.0030253,-0.0043684,-0.0058533,-0.0074314,-0.0090582,-0.010692,-0.012296,-0.013833,-0.01527,-0.016571,-0.017705,-0.018639,-0.019345,-0.019795,-0.019967,-0.019847,-0.019425,-0.018703,-0.017693,-0.016418,-0.014913,-0.013224,-0.011406,-0.0095234,-0.0076446,-0.0058407,-0.0041807,-0.002728,-0.0015354,-0.0006408,-6.1184e-05,0.00021476,0.00023694,0.00010755,0
0,-3.0991e-05,-0.00036781,-0.0011129,-0.0022915,-0.0038784,-0.0058188,-0.0080438,-0.01048,-0.013056,-0.015702,-0.018354,-0.02095,-0.023433,-0.025745,-0.027832,-0.029644,-0.031128,-0.032241,-0.032941,-0.033197,-0.032987,-0.032299,-0.031138,-0.029524,-0.027495,-0.025105,-0.022423,-0.019537,-0.016541,-0.013541,-0.010643,-0.0079511,-0.0055603,-0.0035497,-0.0019754,-0.00086346,-0.00020105,7.2354e-05,7.5419e-05,0
0,-0.00014431,-0.00080857,-0.0020318,-0.0038048,-0.006081,-0.0087891,-0.011844,-0.015156,-0.018636,-0.022195,-0.02575,-0.029223,-0.032535,-0.035613,-0.038386,-0.040785,-0.042746,-0.044211,-0.04513,-0.045461,-0.045177,-0.044268,-0.042739,-0.040618,-0.037952,-0.03481,-0.031283,-0.027477,-0.023514,-0.019526,-0.015649,-0.012012,-0.0087385,-0.0059279,-0.0036543,-0.0019556,-0.00082609,-0.00020946,7.3422e-06,0
0,-0.000259,-0.0012687,-0.0029943,-0.0053801,-0.0083494,-0.01181,-0.01566,-0.019796,-0.024113,-0.02851,-0.032888,-0.037154,-0.041214,-0.044983,-0.048373,-0.051304,-0.053701,-0.055493,-0.056621,-0.057038,-0.056713,-0.055632,-0.053803,-0.051256,-0.048047,-0.044255,-0.039983,-0.035358,-0.030519,-0.025623,-0.020826,-0.016286,-0.012146,-0.0085291,-0.0055292,-0.0032003,-0.0015512,-0.00053981,-7.1142e-05,0
0,-0.0003681,-0.0017199,-0.0039485,-0.0069468,-0.010603,-0.0148,-0.019418,-0.024339,-0.029446,-0.034626,-0.039769,-0.04477,-0.049525,-0.053935,-0.057903,-0.061338,-0.064154,-0.066272,-0.067624,-0.068158,-0.067835,-0.066639,-0.064576,-0.061678,-0.058004,-0.053639,-0.048697,-0.043317,-0.037656,-0.031888,-0.026194,-0.020754,-0.015737,-0.011289,-0.0075282,-0.0045293,-0.0023223,-0.00088611,-0.00014976,0
0,-0.00047007,-0.0021509,-0.0048692,-0.0084663,-0.012793,-0.017705,-0.023065,-0.028738,-0.034598,-0.040522,-0.046389,-0.052086,-0.057502,-0.062526,-0.067055,-0.070987,-0.074228,-0.076691,-0.078301,-0.078996,-0.078732,-0.077486,-0.075261,-0.072084,-0.068015,-0.063142,-0.057585,-0.051492,-0.045035,-0.038406,-0.031809,-0.025448,-0.01952,-0.014199,-0.0096316,-0.0059202,-0.0031207,-0.0012376,-0.00022594,0
0,-0.00056496,-0.0025575,-0.0057439,-0.009917,-0.01489,-0.020491,-0.026564,-0.03296,-0.039541,-0.046175,-0.052738,-0.059106,-0.065161,-0.070789,-0.075877,-0.080318,-0.084007,-0.086852,-0.088767,-0.089683,-0.089546,-0.088326,-0.086015,-0.082636,-0.078242,-0.072921,-0.066795,-0.060019,-0.052777,-0.04528,-0.037753,-0.03043,-0.023538,-0.017287,-0.011856,-0.0073806,-0.0039496,-0.001596,-0.00030063,0
0,-0.00065302,-0.0029377,-0.0065659,-0.011285,-0.016874,-0.023133,-0.029886,-0.036973,-0.044245,-0.051563,-0.058795,-0.065816,-0.072502,-0.078732,-0.08439,-0.089361,-0.093536,-0.096811,-0.099093,-0.1003,-0.10037,-0.099262,-0.096952,-0.093453,-0.088811,-0.083105,-0.076457,-0.069024,-0.061002,-0.052618,-0.044124,-0.035783,-0.027861,-0.020606,-0.014239,-0.0089377,-0.0048257,-0.0019696,-0.00037641,0
0,-0.00073433,-0.00329,-0.0073301,-0.012561,-0.018728,-0.025608,-0.033006,-0.040748,-0.048679,-0.056652,-0.064533,-0.072191,-0.079502,-0.08634,-0.092584,-0.098116,-0.10282,-0.10658,-0.1093,-0.11088,-0.11125,-0.11035,-0.10814,-0.10461,-0.099808,-0.09379,-0.086673,-0.078615,-0.06982,-0.060531,-0.051026,-0.041604,-0.032572,-0.024227,-0.016837,-0.01063,-0.0057736,-0.0023709,-0.00045658,0
